clearance_share,config_id,controller,d_delay_se,d_delay_vs_default,d_maxwait_se,d_maxwait_vs_default,is_default,max_norm_wait,ped_mean_wait_s,person_delay_s,phase_switches,runs,starvation_violations,veh_mean_wait_s,worst_scenario_max_norm_wait,p:controller.debt_eta,p:controller.debt_kappa,p:controller.delta,p:controller.horizon_s,p:controller.switch_cost,p:signal.fixed_cycle_s,p:signal.fixed_timing,p:signal.service_duration_s
0.19872222222222222,equal_bargaining__001,equal_bargaining,0.5187729011412031,0.7871642875981808,0.18697778131405934,0.41075,False,1.40175,51.25640077193937,22.03073301594029,76.22500000000001,40,29.375,14.35717873638599,6.824,,,,30,,,,25
0.19269444444444445,equal_bargaining__002,equal_bargaining,0.41692415799187915,0.23591364065391945,0.08739532200119356,0.14950000000000002,False,1.1405,38.37475835321975,21.479482368996027,74.95,40,36.15,17.163058713963668,4.734,,,,30,,,,35
0.19672222222222221,equal_bargaining__003,equal_bargaining,0.4846732976711952,0.8351314784362358,0.18535086271094695,0.39149999999999996,False,1.3825,51.312402934587695,22.078700206778343,75.75,40,31.400000000000002,14.399726711250866,6.67,,,,60,,,,15
0.18872222222222224,equal_bargaining__004,equal_bargaining,0.0,0.0,0.0,0.0,True,0.991,32.471281970742766,21.243568728342108,74.125,40,40.85,18.378927645565707,3.538,,,,60,,,,25
0.1928888888888889,equal_bargaining__005,equal_bargaining,0.3739942596245441,0.07551018761797668,0.08612445340528424,0.13425000000000004,False,1.12525,37.73504250186718,21.319078915960084,75.0,40,35.725,17.137673727026574,4.612,,,,60,,,,35
0.18877777777777777,equal_bargaining__006,equal_bargaining,0.377978062106874,0.24884947651071104,0.11140590487503631,0.10049999999999999,False,1.0915,37.531936680599685,21.492418204852818,74.10000000000001,40,38.349999999999994,17.347353909589657,4.342,,,,90,,,,15
0.18872222222222224,equal_bargaining__007,equal_bargaining,0.0,0.0,0.0,0.0,False,0.991,32.471281970742766,21.243568728342108,74.125,40,40.85,18.378927645565707,3.538,,,,90,,,,25
0.1928888888888889,equal_bargaining__008,equal_bargaining,0.3739942596245441,0.07551018761797668,0.08612445340528424,0.13425000000000004,False,1.12525,37.73504250186718,21.319078915960084,75.0,40,35.725,17.137673727026574,4.612,,,,90,,,,35
0.15555555555555556,fixed_time__000,fixed_time,0.44722356793451246,2.0150554958536975,0.08123959499450865,0.28500000000000003,False,0.78975,39.737309651310966,20.663866560218096,68.0,40,28.0,15.485585851272313,3.104,,,,,,45,static,
0.14,fixed_time__001,fixed_time,0.8187867260010241,5.119969067348191,0.12301425287443893,0.5335,False,1.0382500000000001,52.7229741105828,23.76878013171259,61.0,40,38.825,15.914980901803181,3.81,,,,,,50,static,
0.11666666666666667,fixed_time__002,fixed_time,1.6034779029867716,10.89289085788764,0.18636584764024405,0.94925,False,1.454,76.15228910271789,29.541701922252038,50.0,40,51.125,16.883118953670294,4.864,,,,,,60,static,
0.09333333333333334,fixed_time__003,fixed_time,1.1244979052020376,11.204438746760268,0.13536512825952607,0.805,False,1.30975,67.11294734722215,29.853249811124666,40.0,40,47.150000000000006,19.740351901745104,4.172,,,,,,75,static,
0.07777777777777778,fixed_time__004,fixed_time,1.0260929130254264,14.409433607527635,0.13339335988548479,0.8835,False,1.38825,70.60445961512418,33.058244671892034,34.0,40,46.65,22.62037503022667,4.22,,,,,,90,static,
0.057777777777777775,fixed_time__005,fixed_time,0.8914231723202305,19.505442366511073,0.10021512117849538,0.9544999999999999,False,1.45925,71.4806718557285,38.15425343087547,25.0,40,43.525,28.929151407756144,3.91,,,,,,120,static,
0.18666666666666668,fixed_time__006,fixed_time,0.0,0.0,0.0,0.0,True,0.50475,21.027372061646982,18.6488110643644,82.0,40,20.425,17.93421249260377,1.534,,,,,,37,demand_based,
0.17444444444444446,fixed_time__007,fixed_time,0.42128155256334426,2.207786857931933,0.024443026376894047,0.09700000000000002,False,0.60175,12.611005762143119,20.85659792229633,76.0,40,26.325,23.128783325393687,1.918,,,,,,40,demand_based,
0.15555555555555556,fixed_time__008,fixed_time,0.4768446186458949,3.0753210606754613,0.024553839325877846,0.1115,False,0.61625,14.853197786636281,21.724132125039862,67.875,40,26.9,23.679983952039624,1.948,,,,,,45,demand_based,
0.14,fixed_time__009,fixed_time,0.6772175618564248,1.1505594565342898,0.021490867171774893,0.03225000000000001,False,0.537,17.812956557703362,19.799370520898687,60.875,40,7.2,20.534491496039905,1.3,,,,,,50,demand_based,
0.11666666666666667,fixed_time__010,fixed_time,0.7098679777159553,3.811342893176136,0.02029446684728092,0.11350000000000002,False,0.61825,18.72452186392005,22.460153957540534,50.0,40,10.425,23.86576089546519,1.436,,,,,,60,demand_based,
0.09333333333333334,fixed_time__011,fixed_time,1.0997463679736252,5.923522890751496,0.030905044812648223,0.16550000000000004,False,0.67025,21.494946336371232,24.572333955115894,40.0,40,4.9,26.070605989588596,1.26,,,,,,75,demand_based,
0.07777777777777778,fixed_time__012,fixed_time,1.4011599306647056,8.495425468252389,0.039122096844858165,0.23800000000000002,False,0.74275,24.860134913926554,27.144236532616787,33.125,40,2.55,28.580031634264362,1.206,,,,,,90,demand_based,
0.057777777777777775,fixed_time__013,fixed_time,1.378484737302892,15.633685829672627,0.04344166070277913,0.44475,False,0.9495,31.291334791010065,34.282496894037024,24.875,40,6.75,36.397056497540554,1.356,,,,,,120,demand_based,
