config_id,controller,scenario_id,seed,person_delay_s,max_norm_wait,starvation_violations,ped_mean_wait_s,veh_mean_wait_s,phase_switches,clearance_share
fixed_time__013,fixed_time,K_LH,305,27.191951896392226,0.98,0.0,36.90625,26.415584415584416,25.0,0.057777777777777775
efficiency__000,efficiency,K_MM,301,10.824343813094895,0.43,0.0,11.548387096774194,10.666666666666666,80.0,0.2011111111111111
efficiency__001,efficiency,K_MM,301,10.824343813094895,0.43,0.0,11.548387096774194,10.666666666666666,80.0,0.2011111111111111
efficiency__002,efficiency,K_MM,301,10.824343813094895,0.43,0.0,11.548387096774194,10.666666666666666,80.0,0.2011111111111111
efficiency__003,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__004,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__005,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__006,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__007,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__008,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__009,efficiency,K_MM,301,10.824343813094895,0.43,0.0,11.548387096774194,10.666666666666666,80.0,0.2011111111111111
efficiency__010,efficiency,K_MM,301,10.824343813094895,0.43,0.0,11.548387096774194,10.666666666666666,80.0,0.2011111111111111
efficiency__011,efficiency,K_MM,301,10.824343813094895,0.43,0.0,11.548387096774194,10.666666666666666,80.0,0.2011111111111111
efficiency__012,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__013,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__014,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__015,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__016,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__017,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__018,efficiency,K_MM,301,10.824343813094895,0.43,0.0,11.548387096774194,10.666666666666666,80.0,0.2011111111111111
efficiency__019,efficiency,K_MM,301,10.824343813094895,0.43,0.0,11.548387096774194,10.666666666666666,80.0,0.2011111111111111
efficiency__020,efficiency,K_MM,301,10.824343813094895,0.43,0.0,11.548387096774194,10.666666666666666,80.0,0.2011111111111111
efficiency__021,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__022,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__023,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__024,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__025,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__026,efficiency,K_MM,301,9.560426882030576,0.58,0.0,11.483870967741936,9.141552511415526,79.0,0.20222222222222222
efficiency__000,efficiency,K_MM,302,12.078231292517005,0.54,0.0,12.954545454545455,11.853535353535353,81.0,0.19666666666666666
efficiency__001,efficiency,K_MM,302,12.078231292517005,0.54,0.0,12.954545454545455,11.853535353535353,81.0,0.19666666666666666
efficiency__002,efficiency,K_MM,302,12.078231292517005,0.54,0.0,12.954545454545455,11.853535353535353,81.0,0.19666666666666666
efficiency__003,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__004,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__005,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__006,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__007,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__008,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__009,efficiency,K_MM,302,12.078231292517005,0.54,0.0,12.954545454545455,11.853535353535353,81.0,0.19666666666666666
efficiency__010,efficiency,K_MM,302,12.078231292517005,0.54,0.0,12.954545454545455,11.853535353535353,81.0,0.19666666666666666
efficiency__011,efficiency,K_MM,302,12.078231292517005,0.54,0.0,12.954545454545455,11.853535353535353,81.0,0.19666666666666666
efficiency__012,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__013,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__014,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__015,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__016,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__017,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__018,efficiency,K_MM,302,12.078231292517005,0.54,0.0,12.954545454545455,11.853535353535353,81.0,0.19666666666666666
efficiency__019,efficiency,K_MM,302,12.078231292517005,0.54,0.0,12.954545454545455,11.853535353535353,81.0,0.19666666666666666
efficiency__020,efficiency,K_MM,302,12.078231292517005,0.54,0.0,12.954545454545455,11.853535353535353,81.0,0.19666666666666666
efficiency__021,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__022,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__023,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__024,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__025,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__026,efficiency,K_MM,302,11.44465058750773,0.53,0.0,13.06060606060606,11.030303030303031,80.0,0.20444444444444446
efficiency__000,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__001,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__002,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__003,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__004,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__005,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__006,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__007,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__008,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__009,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__010,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__011,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__012,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__013,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__014,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__015,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__016,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__017,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__018,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__019,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__020,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__021,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__022,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__023,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__024,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__025,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__026,efficiency,K_MM,303,11.948410485220302,0.55,0.0,14.057142857142857,11.436936936936936,81.0,0.1988888888888889
efficiency__000,efficiency,K_MM,304,9.618813503769255,0.51,0.0,10.040816326530612,9.538071065989847,81.0,0.1988888888888889
efficiency__001,efficiency,K_MM,304,9.618813503769255,0.51,0.0,10.040816326530612,9.538071065989847,81.0,0.1988888888888889
efficiency__002,efficiency,K_MM,304,9.618813503769255,0.51,0.0,10.040816326530612,9.538071065989847,81.0,0.1988888888888889
efficiency__003,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__004,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__005,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__006,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__007,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__008,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__009,efficiency,K_MM,304,9.618813503769255,0.51,0.0,10.040816326530612,9.538071065989847,81.0,0.1988888888888889
efficiency__010,efficiency,K_MM,304,9.618813503769255,0.51,0.0,10.040816326530612,9.538071065989847,81.0,0.1988888888888889
efficiency__011,efficiency,K_MM,304,9.618813503769255,0.51,0.0,10.040816326530612,9.538071065989847,81.0,0.1988888888888889
efficiency__012,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__013,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__014,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__015,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__016,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__017,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__018,efficiency,K_MM,304,9.618813503769255,0.51,0.0,10.040816326530612,9.538071065989847,81.0,0.1988888888888889
efficiency__019,efficiency,K_MM,304,9.618813503769255,0.51,0.0,10.040816326530612,9.538071065989847,81.0,0.1988888888888889
efficiency__020,efficiency,K_MM,304,9.618813503769255,0.51,0.0,10.040816326530612,9.538071065989847,81.0,0.1988888888888889
efficiency__021,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__022,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__023,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__024,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__025,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__026,efficiency,K_MM,304,10.551622418879056,0.51,0.0,11.816326530612244,10.309644670050762,80.0,0.20777777777777778
efficiency__000,efficiency,K_MM,305,10.062821833161689,0.52,0.0,8.36231884057971,10.590643274853802,82.0,0.19
efficiency__001,efficiency,K_MM,305,10.062821833161689,0.52,0.0,8.36231884057971,10.590643274853802,82.0,0.19
efficiency__002,efficiency,K_MM,305,10.062821833161689,0.52,0.0,8.36231884057971,10.590643274853802,82.0,0.19
efficiency__003,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__004,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__005,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__006,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__007,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__008,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__009,efficiency,K_MM,305,10.062821833161689,0.52,0.0,8.36231884057971,10.590643274853802,82.0,0.19
efficiency__010,efficiency,K_MM,305,10.062821833161689,0.52,0.0,8.36231884057971,10.590643274853802,82.0,0.19
efficiency__011,efficiency,K_MM,305,10.062821833161689,0.52,0.0,8.36231884057971,10.590643274853802,82.0,0.19
efficiency__012,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__013,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__014,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__015,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__016,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__017,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__018,efficiency,K_MM,305,10.062821833161689,0.52,0.0,8.36231884057971,10.590643274853802,82.0,0.19
efficiency__019,efficiency,K_MM,305,10.062821833161689,0.52,0.0,8.36231884057971,10.590643274853802,82.0,0.19
efficiency__020,efficiency,K_MM,305,10.062821833161689,0.52,0.0,8.36231884057971,10.590643274853802,82.0,0.19
efficiency__021,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__022,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__023,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__024,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__025,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efficiency__026,efficiency,K_MM,305,11.50257466529351,0.51,0.0,11.27536231884058,11.573099415204679,81.0,0.18555555555555556
efpb__000,efpb,K_MM,301,9.896740698009806,0.54,0.0,13.741935483870968,9.059360730593607,79.0,0.2011111111111111
efpb__001,efpb,K_MM,301,10.203345832131525,0.42,0.0,12.919354838709678,9.61187214611872,79.0,0.20555555555555555
efpb__002,efpb,K_MM,301,10.645514854340929,0.6,0.0,16.20967741935484,9.4337899543379,77.0,0.21
efpb__003,efpb,K_MM,301,10.369195269685607,0.6,0.0,15.419354838709678,9.269406392694064,78.0,0.20333333333333334
efpb__004,efpb,K_MM,301,10.203345832131525,0.42,0.0,12.919354838709678,9.61187214611872,79.0,0.20555555555555555
efpb__005,efpb,K_MM,301,9.75165849437554,0.51,0.0,11.064516129032258,9.465753424657533,78.0,0.19777777777777777
efpb__006,efpb,K_MM,301,11.224978367464667,0.33,0.0,12.048387096774194,11.045662100456621,80.0,0.2011111111111111
efpb__007,efpb,K_MM,301,10.203345832131525,0.42,0.0,12.919354838709678,9.61187214611872,79.0,0.20555555555555555
efpb__008,efpb,K_MM,301,10.534756273435248,0.44,0.0,12.82258064516129,10.036529680365296,80.0,0.20444444444444446
efpb__009,efpb,K_MM,301,10.534756273435248,0.44,0.0,12.82258064516129,10.036529680365296,80.0,0.20444444444444446
efpb__010,efpb,K_MM,301,10.773867897317567,0.6,0.0,15.983870967741936,9.639269406392694,77.0,0.21
efpb__011,efpb,K_MM,301,10.534756273435248,0.44,0.0,12.82258064516129,10.036529680365296,80.0,0.20444444444444446
efpb__012,efpb,K_MM,301,10.773867897317567,0.6,0.0,15.983870967741936,9.639269406392694,77.0,0.21
efpb__013,efpb,K_MM,301,9.75165849437554,0.51,0.0,11.064516129032258,9.465753424657533,78.0,0.19777777777777777
efpb__014,efpb,K_MM,301,11.224978367464667,0.33,0.0,12.048387096774194,11.045662100456621,80.0,0.2011111111111111
efpb__015,efpb,K_MM,301,10.645514854340929,0.6,0.0,16.20967741935484,9.4337899543379,77.0,0.21
efpb__016,efpb,K_MM,301,9.997404095760023,0.51,0.0,12.564516129032258,9.438356164383562,79.0,0.2
efpb__017,efpb,K_MM,301,10.534756273435248,0.44,0.0,12.82258064516129,10.036529680365296,80.0,0.20444444444444446
efpb__018,efpb,K_MM,301,10.534756273435248,0.44,0.0,12.82258064516129,10.036529680365296,80.0,0.20444444444444446
efpb__019,efpb,K_MM,301,10.203345832131525,0.42,0.0,12.919354838709678,9.61187214611872,79.0,0.20555555555555555
efpb__020,efpb,K_MM,301,10.149120276896452,0.42,0.0,12.32258064516129,9.67579908675799,79.0,0.20555555555555555
efpb__021,efpb,K_MM,301,10.645514854340929,0.6,0.0,16.20967741935484,9.4337899543379,77.0,0.21
efpb__022,efpb,K_MM,301,10.645514854340929,0.6,0.0,16.20967741935484,9.4337899543379,77.0,0.21
efpb__023,efpb,K_MM,301,11.224978367464667,0.33,0.0,12.048387096774194,11.045662100456621,80.0,0.2011111111111111
efpb__024,efpb,K_MM,301,11.224978367464667,0.33,0.0,12.048387096774194,11.045662100456621,80.0,0.2011111111111111
efpb__025,efpb,K_MM,301,10.497548312662245,0.6,0.0,15.193548387096774,9.474885844748858,78.0,0.20333333333333334
efpb__026,efpb,K_MM,301,9.896740698009806,0.54,0.0,13.741935483870968,9.059360730593607,79.0,0.2011111111111111
efpb__027,efpb,K_MM,301,9.869051052783387,0.51,0.0,12.790322580645162,9.232876712328768,79.0,0.2
efpb__028,efpb,K_MM,301,10.645514854340929,0.6,0.0,16.20967741935484,9.4337899543379,77.0,0.21
efpb__029,efpb,K_MM,301,9.869051052783387,0.51,0.0,12.790322580645162,9.232876712328768,79.0,0.2
efpb__000,efpb,K_MM,302,9.89764996907854,0.5,0.0,11.409090909090908,9.51010101010101,79.0,0.20555555555555555
efpb__001,efpb,K_MM,302,9.06895485466914,0.5,0.0,10.5,8.702020202020202,80.0,0.1988888888888889
efpb__002,efpb,K_MM,302,10.949907235621522,0.48,0.0,13.984848484848484,10.171717171717171,81.0,0.18777777777777777
efpb__003,efpb,K_MM,302,10.143784786641929,0.67,0.0,11.393939393939394,9.823232323232324,80.0,0.2
efpb__004,efpb,K_MM,302,9.06895485466914,0.5,0.0,10.5,8.702020202020202,80.0,0.1988888888888889
efpb__005,efpb,K_MM,302,11.263141620284475,0.53,0.0,13.333333333333334,10.732323232323232,81.0,0.19333333333333333
efpb__006,efpb,K_MM,302,10.8008658008658,0.43,0.0,10.378787878787879,10.909090909090908,81.0,0.20333333333333334
efpb__007,efpb,K_MM,302,9.06895485466914,0.5,0.0,10.5,8.702020202020202,80.0,0.1988888888888889
efpb__008,efpb,K_MM,302,10.8008658008658,0.43,0.0,10.378787878787879,10.909090909090908,81.0,0.20333333333333334
efpb__009,efpb,K_MM,302,10.8008658008658,0.43,0.0,10.378787878787879,10.909090909090908,81.0,0.20333333333333334
efpb__010,efpb,K_MM,302,11.286641929499071,0.58,0.0,14.393939393939394,10.48989898989899,79.0,0.2111111111111111
efpb__011,efpb,K_MM,302,10.8008658008658,0.43,0.0,10.378787878787879,10.909090909090908,81.0,0.20333333333333334
efpb__012,efpb,K_MM,302,11.286641929499071,0.58,0.0,14.393939393939394,10.48989898989899,79.0,0.2111111111111111
efpb__013,efpb,K_MM,302,11.263141620284475,0.53,0.0,13.333333333333334,10.732323232323232,81.0,0.19333333333333333
efpb__014,efpb,K_MM,302,10.8008658008658,0.43,0.0,10.378787878787879,10.909090909090908,81.0,0.20333333333333334
efpb__015,efpb,K_MM,302,11.286641929499071,0.58,0.0,14.393939393939394,10.48989898989899,79.0,0.2111111111111111
efpb__016,efpb,K_MM,302,9.89764996907854,0.5,0.0,11.409090909090908,9.51010101010101,79.0,0.20555555555555555
efpb__017,efpb,K_MM,302,10.8008658008658,0.43,0.0,10.378787878787879,10.909090909090908,81.0,0.20333333333333334
efpb__018,efpb,K_MM,302,10.8008658008658,0.43,0.0,10.378787878787879,10.909090909090908,81.0,0.20333333333333334
efpb__019,efpb,K_MM,302,9.06895485466914,0.5,0.0,10.5,8.702020202020202,80.0,0.1988888888888889
efpb__020,efpb,K_MM,302,11.143475572047,0.43,0.0,12.333333333333334,10.83838383838384,81.0,0.1922222222222222
efpb__021,efpb,K_MM,302,9.999381570810142,0.58,0.0,12.242424242424242,9.424242424242424,79.0,0.20555555555555555
efpb__022,efpb,K_MM,302,11.286641929499071,0.58,0.0,14.393939393939394,10.48989898989899,79.0,0.2111111111111111
efpb__023,efpb,K_MM,302,10.8008658008658,0.43,0.0,10.378787878787879,10.909090909090908,81.0,0.20333333333333334
efpb__024,efpb,K_MM,302,10.8008658008658,0.43,0.0,10.378787878787879,10.909090909090908,81.0,0.20333333333333334
efpb__025,efpb,K_MM,302,9.859925788497215,0.58,0.0,10.121212121212121,9.792929292929292,80.0,0.2
efpb__026,efpb,K_MM,302,11.18491032776747,0.5,0.0,13.56060606060606,10.575757575757576,79.0,0.2111111111111111
efpb__027,efpb,K_MM,302,11.371675943104513,0.53,0.0,14.318181818181818,10.616161616161616,81.0,0.19333333333333333
efpb__028,efpb,K_MM,302,9.999381570810142,0.58,0.0,12.242424242424242,9.424242424242424,79.0,0.20555555555555555
efpb__029,efpb,K_MM,302,9.89764996907854,0.5,0.0,11.409090909090908,9.51010101010101,79.0,0.20555555555555555
efpb__000,efpb,K_MM,303,12.779141104294478,0.54,0.0,18.62857142857143,11.36036036036036,80.0,0.20555555555555555
efpb__001,efpb,K_MM,303,12.773284997211377,0.54,0.0,19.84285714285714,11.058558558558559,79.0,0.21222222222222223
efpb__002,efpb,K_MM,303,11.641104294478527,0.69,0.0,17.571428571428573,10.202702702702704,79.0,0.20666666666666667
efpb__003,efpb,K_MM,303,11.527049637479086,0.69,0.0,17.6,10.054054054054054,79.0,0.20666666666666667
efpb__004,efpb,K_MM,303,12.556609035136642,0.54,0.0,17.785714285714285,11.288288288288289,80.0,0.20555555555555555
efpb__005,efpb,K_MM,303,12.678471834913552,0.54,0.0,19.357142857142858,11.058558558558559,79.0,0.21222222222222223
efpb__006,efpb,K_MM,303,12.19436698271054,0.4,0.0,13.2,11.95045045045045,79.0,0.2
efpb__007,efpb,K_MM,303,12.662576687116564,0.54,0.0,18.885714285714286,11.153153153153154,79.0,0.21222222222222223
efpb__008,efpb,K_MM,303,11.823759063022866,0.43,0.0,12.842857142857143,11.576576576576576,79.0,0.19444444444444445
efpb__009,efpb,K_MM,303,11.823759063022866,0.43,0.0,12.842857142857143,11.576576576576576,79.0,0.19444444444444445
efpb__010,efpb,K_MM,303,12.865309537088677,0.54,0.0,20.12857142857143,11.103603603603604,79.0,0.21222222222222223
efpb__011,efpb,K_MM,303,11.823759063022866,0.43,0.0,12.842857142857143,11.576576576576576,79.0,0.19444444444444445
efpb__012,efpb,K_MM,303,12.865309537088677,0.54,0.0,20.12857142857143,11.103603603603604,79.0,0.21222222222222223
efpb__013,efpb,K_MM,303,12.678471834913552,0.54,0.0,19.357142857142858,11.058558558558559,79.0,0.21222222222222223
efpb__014,efpb,K_MM,303,12.19436698271054,0.4,0.0,13.2,11.95045045045045,79.0,0.2
efpb__015,efpb,K_MM,303,11.929168990518683,0.69,0.0,19.957142857142856,9.981981981981981,78.0,0.21333333333333335
efpb__016,efpb,K_MM,303,12.678471834913552,0.54,0.0,19.357142857142858,11.058558558558559,79.0,0.21222222222222223
efpb__017,efpb,K_MM,303,11.823759063022866,0.43,0.0,12.842857142857143,11.576576576576576,79.0,0.19444444444444445
efpb__018,efpb,K_MM,303,11.823759063022866,0.43,0.0,12.842857142857143,11.576576576576576,79.0,0.19444444444444445
efpb__019,efpb,K_MM,303,12.662576687116564,0.54,0.0,18.885714285714286,11.153153153153154,79.0,0.21222222222222223
efpb__020,efpb,K_MM,303,12.536530953708867,0.67,0.0,17.571428571428573,11.315315315315315,79.0,0.20666666666666667
efpb__021,efpb,K_MM,303,11.929168990518683,0.69,0.0,19.957142857142856,9.981981981981981,78.0,0.21333333333333335
efpb__022,efpb,K_MM,303,11.929168990518683,0.69,0.0,19.957142857142856,9.981981981981981,78.0,0.21333333333333335
efpb__023,efpb,K_MM,303,12.19436698271054,0.4,0.0,13.2,11.95045045045045,79.0,0.2
efpb__024,efpb,K_MM,303,12.19436698271054,0.4,0.0,13.2,11.95045045045045,79.0,0.2
efpb__025,efpb,K_MM,303,12.516731734523145,0.67,0.0,17.97142857142857,11.193693693693694,79.0,0.20666666666666667
