clearance_share,collisions,config_id,controller,emergency_stops,max_norm_wait,mean_vehicle_queue,pedestrian_wait_mean_s,person_delay_s,phase_switches,scenario_id,seed,vehicle_stop_time_mean_s,vehicle_stopped_wait_p95_s
0.14,0.0,fixed_time__001,fixed_time,0.0,0.71,4.278888888888889,26.51923076923077,14.518540061073143,54.0,K_XX,302,10.99755501222494,24.0
0.14,0.0,fixed_time__001,fixed_time,0.0,0.66,4.227777777777778,25.557692307692307,14.15079825834543,54.0,K_XX,303,10.81219512195122,24.0
0.14,0.0,fixed_time__001,fixed_time,0.0,0.45,4.351111111111111,20.24113475177305,12.931172885387243,54.0,K_XX,304,10.992665036674817,24.0
0.14,0.0,fixed_time__001,fixed_time,0.0,0.51,4.144444444444445,17.46153846153846,11.988514432522292,54.0,K_XX,305,10.65036674816626,24.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.6,3.5955555555555554,26.14516129032258,15.104967197750703,45.0,K_HH,301,11.761904761904763,27.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.68,3.5955555555555554,27.079646017699115,14.985071770334928,45.0,K_HH,302,11.647619047619047,27.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.68,3.628888888888889,26.352941176470587,15.06681766704417,45.0,K_HH,303,11.79746835443038,28.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.63,3.703333333333333,28.936363636363637,15.6321044546851,45.0,K_HH,304,12.069620253164556,28.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.51,3.6766666666666667,23.46808510638298,14.004160063391442,45.0,K_HH,305,11.83860759493671,28.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.6,0.9433333333333334,26.14516129032258,18.12904564315353,45.0,K_HL,301,9.633333333333333,28.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.68,0.9911111111111112,27.079646017699115,18.408260869565215,45.0,K_HL,302,10.033333333333333,28.0
