backend,group,scenario,controller,seed,person_delay_s,max_norm_wait,ped_mean_wait_s,veh_mean_wait_s,collisions,emergency_stops,ped_unserved,veh_unfinished
SUMO,nominal,C_LM,efpb,4003,5.818173943173943,0.36,8.794871794871796,5.482456140350878,0,0,0,1
SUMO,stress,T_SS,equal_bargaining,4005,260.9991628402547,28.48,1224.382541720154,23.724619810933003,0,0,609,24
SUMO,stress,T_HS,equal_bargaining,4010,61.04850886581239,8.95,330.9236641221374,26.434450572761985,0,0,99,29
SUMO,nominal,C_HM,efficiency,4005,8.230467381402846,0.41,8.232736572890026,8.22961104140527,0,0,0,9
SUMO,nominal,C_MH,equal_bargaining,4004,8.671235129652981,0.48,7.397379912663755,8.854115729421354,0,0,1,4
SUMO,nominal,C_LM,efficiency,4004,5.308694875915015,0.4,8.25,5.057934508816121,0,0,0,1
SUMO,nominal,C_HL,fixed_time,4005,9.200324976787373,0.27,11.62915601023018,7.18232044198895,0,0,0,0
SUMO,stress,T_OO,equal_bargaining,4002,425.8524407428439,35.95,1809.108635097493,20.771297278190172,0,0,1077,39
SUMO,nominal,C_HM,equal_bargaining,4006,8.262888764359765,0.39,7.114285714285714,8.687032418952619,0,0,3,10
SUMO,nominal,C_HL,efpb,4006,4.602267414679757,0.34,4.524675324675325,4.665745856353591,0,0,0,1
SUMO,stress,T_OO,equal_bargaining,4003,437.6937236407455,35.99,1808.6875,21.937346004927843,0,0,1120,48
SUMO,nominal,C_HM,efpb,4009,7.441829608938548,0.38,7.854591836734694,7.28625,0,0,0,10
SUMO,stress,T_SS,equal_bargaining,4009,256.8345556623337,28.4,1141.925245098039,26.691797845898922,0,0,628,26
SUMO,nominal,C_HM,efficiency,4010,7.9327460850111855,0.41,8.330788804071247,7.7819548872180455,0,0,6,9
SUMO,nominal,C_MH,efpb,4003,7.902633255468252,0.54,10.843971631205674,7.384740259740259,0,0,0,3
SUMO,stress,T_SH,fixed_time,4002,10.7273258239466,0.54,16.0,8.095934959349593,0,0,1,5
SUMO,nominal,C_MM,equal_bargaining,4007,7.755839133797371,0.49,6.07905138339921,8.16375,0,0,0,5
SUMO,nominal,C_ML,efficiency,4002,4.379848229342326,0.39,4.037344398340249,4.55524861878453,0,0,0,0
SUMO,nominal,C_LL,fixed_time,4010,7.967048213666319,0.27,11.00943396226415,7.281767955801105,0,0,0,0
SUMO,nominal,C_LH,fixed_time,4005,8.408544172542513,0.27,11.11111111111111,8.256305939788446,0,0,0,4
SUMO,nominal,C_HL,efpb,4004,4.607669973384951,0.47,4.786516853932584,4.472375690607735,0,0,0,3
SUMO,nominal,C_HM,fixed_time,4006,8.812210526315791,0.27,11.924675324675325,7.66,0,0,1,9
SUMO,nominal,C_LL,efficiency,4010,4.071106486298994,0.35,5.613207547169812,3.723756906077348,0,0,0,0
SUMO,nominal,C_LM,equal_bargaining,4004,5.196482770933761,0.34,6.511363636363637,5.084382871536524,0,0,0,1
SUMO,stress,T_SH,efficiency,4002,9.295355830270632,0.45,9.814536340852131,9.035830618892508,0,0,5,6
SUMO,nominal,C_HM,efficiency,4001,8.22589610204518,0.46,8.803867403314918,8.024968789013732,0,0,0,8
SUMO,nominal,C_MH,efficiency,4006,7.746386192017261,0.68,11.68235294117647,7.11869918699187,0,0,1,4
SUMO,nominal,C_ML,equal_bargaining,4006,4.27273980154355,0.44,4.301960784313725,4.2569060773480665,0,0,1,2
SUMO,nominal,C_LL,fixed_time,4009,7.69252568189869,0.26,9.638297872340425,7.303867403314917,0,0,0,0
SUMO,stress,T_HS,equal_bargaining,4001,29.684921868128647,2.79,79.25661375661376,23.506643806258037,0,0,13,32
SUMO,nominal,C_MH,fixed_time,4008,8.6654965707188,0.27,11.413385826771654,8.228641171684297,0,0,0,5
SUMO,nominal,C_LM,equal_bargaining,4006,5.934895833333333,0.3,6.607142857142857,5.8625,0,0,0,10
SUMO,nominal,C_HH,efpb,4004,8.343242273589256,0.54,11.455056179775282,7.648736756316218,0,0,0,4
SUMO,stress,T_SH,fixed_time,4003,11.293376426788855,0.55,17.122037914691944,8.219333874898457,0,0,2,5
SUMO,nominal,C_HL,equal_bargaining,4009,4.880593554370508,0.45,5.301020408163265,4.530386740331492,0,0,0,0
SUMO,nominal,C_LH,efpb,4010,6.603381472349419,0.57,13.588785046728972,6.135179153094462,0,0,2,5
SUMO,nominal,C_MH,efpb,4007,8.163588104653053,0.54,12.310756972111554,7.511002444987775,0,0,0,5
SUMO,nominal,C_LL,efficiency,4007,4.236244841815681,0.31,5.72972972972973,3.883977900552486,0,0,0,0
SUMO,nominal,C_HL,fixed_time,4006,9.302594670406732,0.27,11.924675324675325,7.157458563535911,0,0,1,0
SUMO,nominal,C_HM,fixed_time,4004,8.124112712411272,0.27,10.067415730337078,7.458072590738423,0,0,1,9
SUMO,stress,T_SH,efpb,4001,9.744864864864866,0.52,10.370967741935484,9.429268292682927,0,0,3,4
SUMO,nominal,C_LL,efficiency,4009,4.120970598653914,0.44,5.542553191489362,3.8370165745856353,0,0,0,1
SUMO,stress,T_OO,fixed_time,4005,117.2437983922671,4.55,279.0146252285192,57.48244073748903,0,0,119,61
SUMO,nominal,C_LH,efpb,4006,6.905980903286275,0.57,16.419642857142858,6.2379788101059495,0,0,0,4
SUMO,stress,T_SH,efpb,4005,9.655027522164797,0.45,11.26898326898327,8.872668288726683,0,0,0,5
SUMO,nominal,C_ML,equal_bargaining,4008,4.356334529395529,0.45,4.177165354330708,4.45303867403315,0,0,0,0
SUMO,nominal,C_LH,fixed_time,4006,8.46697837521917,0.27,11.1875,8.276422764227643,0,0,0,5
SUMO,nominal,C_HH,efficiency,4003,8.986892219419301,0.46,10.945754716981131,8.467046379170057,0,0,0,5
SUMO,nominal,C_ML,efficiency,4001,4.202220348510399,0.44,4.04149377593361,4.2845303867403315,0,0,0,0
SUMO,stress,T_SH,fixed_time,4006,11.397755610972569,0.57,17.582403965303595,8.276422764227643,0,0,2,5
SUMO,nominal,C_MH,efficiency,4001,8.110095735422107,0.75,12.822314049586776,7.3957654723127035,0,0,0,2
SUMO,nominal,C_HH,equal_bargaining,4001,8.560791897806503,0.43,6.472375690607735,9.032441200324412,0,0,1,5
SUMO,nominal,C_LH,efpb,4002,6.923491443121929,0.57,17.78021978021978,6.305126118795769,0,0,1,5
SUMO,stress,T_SS,equal_bargaining,4001,245.7461246200608,28.09,1068.4934601664686,23.045606694560668,0,0,642,21
SUMO,nominal,C_ML,equal_bargaining,4003,4.708488557743481,0.41,4.669039145907473,4.732044198895028,0,0,0,0
SUMO,nominal,C_HM,efpb,4002,7.508950337814307,0.37,8.188916876574307,7.249061326658323,0,0,3,9
SUMO,stress,T_SS,equal_bargaining,4003,206.5764805683686,18.05,741.0979262672811,46.820053715308866,0,0,262,37
SUMO,nominal,C_HH,equal_bargaining,4009,8.79708256052935,0.39,6.6938775510204085,9.311435523114355,0,0,0,3
SUMO,stress,T_OO,fixed_time,4010,116.71158921255686,4.95,264.9584462511292,59.56450882752377,0,0,132,67
SUMO,nominal,C_ML,efpb,4005,4.571690657634773,0.32,5.063025210084033,4.323204419889502,0,0,0,1
SUMO,nominal,C_ML,fixed_time,4001,8.399241146711635,0.27,10.867219917012449,7.1353591160221,0,0,0,0
SUMO,nominal,C_LM,efficiency,4005,5.647027553822982,0.38,8.188888888888888,5.4267834793491865,0,0,0,5
SUMO,nominal,C_MH,equal_bargaining,4003,9.019763055835947,0.49,6.347517730496454,9.490658001624695,0,0,0,5
SUMO,nominal,C_LM,efficiency,4008,6.223116883116883,0.36,9.608695652173912,5.84875,0,0,0,10
SUMO,nominal,C_ML,equal_bargaining,4004,4.667764099627827,0.47,4.421052631578948,4.787292817679558,0,0,0,0
SUMO,nominal,C_LM,equal_bargaining,4008,6.223652384243262,0.38,7.086956521739131,6.128428927680798,0,0,0,11
SUMO,nominal,C_HH,equal_bargaining,4003,9.150064426603231,0.55,7.089622641509434,9.698205546492659,0,0,0,4
SUMO,nominal,C_ML,efpb,4006,4.352398015435502,0.36,4.752941176470588,4.1353591160221,0,0,1,2
SUMO,nominal,C_ML,efficiency,4008,4.591498757935413,0.36,4.346456692913386,4.723756906077348,0,0,0,0
SUMO,nominal,C_HL,equal_bargaining,4010,4.773823324831903,0.48,5.0229591836734695,4.566298342541437,0,0,0,0
SUMO,stress,T_HS,efficiency,4006,23.178031507443272,1.63,37.65714285714286,21.36490486257928,0,0,6,38
SUMO,stress,T_HS,efpb,4003,28.593208957402705,0.57,27.899061032863848,28.69180754226268,0,0,0,35
SUMO,stress,T_SH,equal_bargaining,4009,9.533316726865115,0.46,8.17632552404439,10.222131814483319,0,0,1,11
SUMO,nominal,C_HH,efpb,4007,8.317733253588516,0.56,10.870731707317074,7.662052117263844,0,0,1,5
SUMO,nominal,C_HM,fixed_time,4007,9.05174554988271,0.27,12.368932038834952,7.734335839598997,0,0,2,11
SUMO,nominal,C_ML,efpb,4007,4.7858924611973395,0.3,4.565737051792829,4.903314917127072,0,0,0,0
SUMO,nominal,C_HL,equal_bargaining,4007,4.7536906654553714,0.35,5.114634146341463,4.439226519337017,0,0,0,0
SUMO,stress,T_OO,fixed_time,4003,119.86577181208054,5.86,292.1742957746479,54.42850934376358,0,0,161,67
SUMO,nominal,C_LH,equal_bargaining,4009,6.899614586421584,0.46,7.148936170212766,6.884897959183673,0,0,0,5
SUMO,nominal,C_HM,fixed_time,4002,8.533467994706415,0.27,11.327455919395465,7.46558197747184,0,0,0,9
SUMO,nominal,C_HL,equal_bargaining,4004,4.459593515606097,0.47,4.98314606741573,4.06353591160221,0,0,0,0
SUMO,nominal,C_HH,efficiency,4007,8.60765049124732,0.53,11.64390243902439,7.827220863895681,0,0,1,2
SUMO,stress,T_SH,efficiency,4007,9.792470568999347,0.48,10.058823529411764,9.650651465798045,0,0,5,6
SUMO,stress,T_SH,efficiency,4009,9.486078789893616,0.44,9.675308641975308,9.390065146579804,0,0,2,6
SUMO,nominal,C_HH,efficiency,4004,8.792937317410692,0.51,11.69943820224719,8.144254278728607,0,0,2,4
SUMO,nominal,C_ML,equal_bargaining,4002,4.662872400224845,0.37,4.398340248962656,4.798342541436464,0,0,0,0
SUMO,stress,T_SS,fixed_time,4007,32.467177753963675,0.49,16.75817757009346,37.29845866417562,0,0,5,45
SUMO,stress,T_SS,efpb,4008,32.83511718535595,0.57,26.86284289276808,34.52058554437328,0,0,1,48
SUMO,nominal,C_HM,equal_bargaining,4008,8.030686425276107,0.38,7.265463917525773,8.315461346633416,0,0,0,11
SUMO,stress,T_HS,efficiency,4010,26.91471407029347,1.61,42.13636363636363,24.939948892674618,0,0,8,33
SUMO,nominal,C_HM,efpb,4004,6.79619020338012,0.38,8.604456824512535,6.170426065162907,0,0,2,9
SUMO,stress,T_HS,equal_bargaining,4009,32.75933441558441,6.55,107.66836734693878,23.15561224489796,0,0,63,32
SUMO,stress,T_SS,fixed_time,4009,34.8019874242084,0.58,16.127317676143388,40.288951841359776,0,0,6,39
SUMO,nominal,C_HM,fixed_time,4001,8.63805038178834,0.27,11.433333333333334,7.6716604244694135,0,0,0,10
SUMO,nominal,C_LL,equal_bargaining,4004,4.062298603651987,0.36,4.75,3.9337016574585637,0,0,0,0
SUMO,nominal,C_HL,efficiency,4009,5.062601437514491,0.41,4.043367346938775,5.911602209944752,0,0,0,0
SUMO,stress,T_SS,efpb,4007,34.00726906427813,0.56,26.272196261682243,36.3576372865713,0,0,2,40
SUMO,stress,T_HS,fixed_time,4010,35.61063064200492,0.36,12.616751269035532,38.876288659793815,0,0,1,39
SUMO,nominal,C_HH,equal_bargaining,4002,9.270066763716681,0.54,6.425692695214106,9.97799511002445,0,0,0,2
SUMO,stress,T_SS,equal_bargaining,4007,197.2498891294707,16.15,698.6252796420582,44.75453339230429,0,0,346,33
SUMO,stress,T_HS,efpb,4005,25.875754910583407,0.57,25.605063291139242,25.911206896551725,0,0,0,38
SUMO,stress,T_HS,fixed_time,4002,35.62317383518175,0.38,11.327455919395465,39.085394307046194,0,0,0,47
SUMO,nominal,C_MM,equal_bargaining,4002,7.527232945221536,0.33,5.54356846473029,7.987484355444305,0,0,1,10
SUMO,nominal,C_MH,efpb,4001,8.24553959965187,0.51,12.669421487603305,7.574918566775244,0,0,0,2
SUMO,nominal,C_HM,efpb,4008,7.81437587657784,0.39,8.186528497409327,7.67625,0,0,0,10
SUMO,nominal,C_HM,equal_bargaining,4001,7.954892040190979,0.39,7.3259668508287294,8.173533083645443,0,0,0,7
SUMO,stress,T_SH,fixed_time,4010,11.070213729769797,0.46,16.442028985507246,8.290820471161657,0,0,1,5
SUMO,stress,T_SS,efficiency,4007,32.458849664106204,0.8,29.935034802784223,33.2157394843962,0,0,13,37
SUMO,nominal,C_MH,fixed_time,4007,8.813050288986117,0.27,12.111553784860558,8.295694557270512,0,0,1,5
SUMO,stress,T_OO,fixed_time,4006,108.0704871060172,4.09,243.8687615526802,57.94811529933481,0,0,107,66
SUMO,nominal,C_HM,efpb,4007,7.4578802477632475,0.35,8.167070217917676,7.17625,0,0,0,5
SUMO,stress,T_SH,fixed_time,4007,11.244799088059274,0.49,16.75817757009346,8.295694557270512,0,0,5,5
SUMO,stress,T_SS,efficiency,4001,31.646838546297047,0.84,30.38442521631644,31.998656515897896,0,0,11,42
SUMO,stress,T_OO,efficiency,4008,59.86369899045567,1.13,59.341904761904765,60.04993371630579,0,0,20,75
SUMO,stress,T_HS,fixed_time,4003,45.17374322791987,0.55,12.29245283018868,50.241965973534974,0,0,0,51
SUMO,nominal,C_LM,equal_bargaining,4007,5.348833159177986,0.33,6.009009009009009,5.2781954887218046,0,0,0,6
SUMO,nominal,C_LM,fixed_time,4002,7.721076391962468,0.27,10.637362637362637,7.46558197747184,0,0,0,9
SUMO,stress,T_HS,efficiency,4001,25.348265557248332,1.35,41.53551912568306,23.40401023890785,0,0,7,32
SUMO,nominal,C_LH,equal_bargaining,4004,7.295951080503443,0.46,7.125,7.305374592833876,0,0,0,7
SUMO,nominal,C_LM,fixed_time,4003,7.854278305963699,0.27,11.025641025641026,7.4975,0,0,0,10
SUMO,nominal,C_HM,equal_bargaining,4009,7.854120111731844,0.38,6.846938775510204,8.23375,0,0,0,10
SUMO,nominal,C_LL,efficiency,4001,3.759764949879018,0.44,3.5555555555555554,3.8066298342541436,0,0,0,0
SUMO,nominal,C_MM,efficiency,4003,6.899592329759927,0.45,8.141843971631205,6.56359102244389,0,0,0,11
SUMO,nominal,C_ML,efficiency,4007,4.980875831485588,0.35,4.45816733067729,5.259668508287293,0,0,0,0
SUMO,nominal,C_MH,efpb,4002,7.925055745907435,0.46,12.5850622406639,7.22213181448332,0,0,0,4
SUMO,nominal,C_HH,efpb,4010,8.732281089775812,0.53,10.959287531806616,8.184039087947882,0,0,0,7
SUMO,stress,T_HS,efpb,4008,26.832958757771227,0.56,28.47680412371134,26.623020967051776,0,0,0,40
SUMO,nominal,C_MH,fixed_time,4005,8.693196056000437,0.27,11.626050420168067,8.256305939788446,0,0,0,4
SUMO,nominal,C_HM,efficiency,4006,7.752661810030821,0.39,8.11948051948052,7.617206982543641,0,0,0,8
SUMO,nominal,C_ML,efpb,4003,5.154071314529005,0.35,5.06049822064057,5.209944751381215,0,0,0,0
SUMO,nominal,C_ML,fixed_time,4004,8.162181505868881,0.27,10.087719298245615,7.2292817679558015,0,0,1,0
SUMO,nominal,C_LH,fixed_time,4002,8.232781065088757,0.27,10.637362637362637,8.095934959349593,0,0,0,5
SUMO,nominal,C_HH,efficiency,4009,9.100753390256152,0.45,11.528061224489797,8.50569105691057,0,0,0,5
